"member_casual","start_station_name","count_station"
"casual","Kostner Ave & 63rd St","107"
"casual","Pulaski Rd & 21st St","104"
"casual","Kilbourn Ave & Roscoe St","104"
"casual","Public Rack - Lafayette Ave & 95th St","103"
"casual","Lockwood Ave & Wrightwood Ave","103"
"casual","Kedzie Ave & 24th St","102"
"casual","Narragansett & Irving Park","102"
"casual","Kenosha Ave & Wellington Ave","101"
"casual","Prospect Sq & 91st St","101"
"casual","California Ave & Marquette Rd","100"
"casual","Komensky Ave & 31st St","100"
"casual","Public Rack - Hamlin Ave & Montrose Ave","99"
"casual","Steelworkers Park","99"
"casual","Campbell Ave & 51st St","99"
"casual","Richmond St & Lincoln Ave","98"
"casual","Morgan St & Pershing Rd","98"
"casual","Hamlin Ave & Grand Ave","98"
"casual","Public Rack - Hamlin Ave & Fullerton Ave","98"
"casual","Sacramento Blvd & Fulton Ave","97"
"casual","Cicero Ave & Lake St","97"
"casual","Stony Island Ave & 71st St","96"
"casual","Public Rack - Washington Park Ct & 51st St","96"
"casual","Kilbourn & Roscoe","94"
"casual","Kedzie Ave & 52nd St","94"
"casual","Loomis Blvd & 84th St","94"
"casual","Hale Ave & 107th St","93"
"casual","Kedzie Ave & Redfield Dr","92"
"casual","Greenwood Ave & 97th St","91"
"casual","Lavergne & Fullerton","90"
"casual","Roscoe & Harlem","90"
"casual","Western Ave & 104th St","90"
"casual","Pulaski Rd & 60th St","90"
"casual","Austin Blvd & Madison St","89"
"casual","Kedzie Ave & Roosevelt Rd","88"
"casual","Stony Island Ave & 75th St","88"
"casual","Pulaski Rd & Lake St","88"
"casual","Public Rack - Hyde Park Blvd & 55th St","87"
"casual","Public Rack - Pulaski Rd & Armitage Ave","86"
"casual","Public Rack - Cumberland & Catherine","86"
"casual","Phillips Ave & 79th St","86"
"casual","Halsted St & 47th Pl","86"
"casual","Central Park & Augusta Blvd","85"
"casual","Cicero Ave & Grace St","85"
"casual","Central Ave & Parker Ave","84"
"casual","Karlov Ave & Lawrence Ave","84"
"casual","Albany Ave & 26th St","84"
"casual","Vernon Ave & 107th St","83"
"casual","State St & Pershing Rd","83"
"casual","Public Rack - Western Blvd & 49th St","81"
"casual","Fullerton & Monitor","81"
"casual","Shabbona Park","80"
"casual","Kilpatrick Ave & Grand Ave","80"
"casual","Public Rack - Spaulding Ave & Evergreen Ave","80"
"casual","Dauphin Ave & 103rd St","80"
"casual","Long Ave & Belden Ave","80"
"casual","Public Rack - California Ave & Cortez St","79"
"casual","Kildare Ave & 26th St","79"
"casual","St Louis Ave & Foster Ave","79"
"casual","Central Ave & Lake St","79"
"casual","Laramie Ave & Madison St","78"
"casual","Ashland Ave & McDowell Ave","78"
"casual","Dan Ryan Woods & 83rd St","78"
"casual","St Louis Ave & 59th St","78"
"casual","Long Ave & Belmont Ave","77"
"casual","Public Rack - Lawndale Ave & 23rd St","77"
"casual","Meade Ave & Diversey Ave","76"
"casual","Lamon Ave & Armitage Ave","76"
"casual","Central Ave & Madison St","76"
"casual","Doty Ave & 111th St","76"
"casual","Kildare Ave & 55th St","75"
"casual","Ashland Ave & 50th St","75"
"casual","Hegewisch Metra Station","75"
"casual","Baltimore Ave & 87th St","74"
"casual","Central Ave & Roscoe St","74"
"casual","Fairfield Ave & Pratt Blvd","74"
"casual","Public Rack - Rockwell & Division","73"
"casual","Kostner Ave & Bryn Mawr Ave","73"
"casual","Exchange Ave & 79th St","73"
"casual","Eggleston Ave & 69th St","73"
"casual","Richmond St & 59th St","73"
"casual","Komensky Ave & 55th St","72"
"casual","Tripp Ave & 65th St","72"
"casual","Clyde Ave & 87th St","72"
"casual","Kenneth Ave & 50th St","71"
"casual","Kilbourn & Belden","71"
"casual","Rockwell St & 57th St","71"
"casual","Central Park Blvd & 5th Ave","71"
"casual","Lavergne Ave & Fullerton Ave","70"
"casual","California Ave & 36th St","70"
"casual","Rainbow Beach","70"
"casual","Public Rack - Milwaukee Ave & Diversey Ave","70"
"casual","Jeffery Blvd & 76th St","70"
"casual","Mason Ave & Belmont Ave","70"
"casual","Springfield Ave & 47th St","70"
"casual","Sacramento Ave & 25th St","70"
"casual","Ashland Ave & Pershing Rd","69"
"casual","Albany Ave & 16th St","69"
"casual","Hamlin Ave & 62nd Pl","68"
"casual","Francisco Ave & 47th St","68"
"casual","California Ave & 26th St","68"
"casual","Lamon Ave & Chicago Ave","67"
"casual","Woodlawn Ave & 75th St","67"
"casual","Public Rack - Stewart Ave & 123rd St","67"
"casual","Wabash Ave & 87th St","67"
"casual","Karlov Ave & Madison St","67"
"casual","Public Rack - Lawndale Ave & Diversey Ave","67"
"casual","Francisco Ave & Hollywood Ave","67"
"casual","Burnham Greenway & 105th St","66"
"casual","Commercial Ave & 83rd St","65"
"casual","Kostner Ave & Lake St","65"
"casual","Central Ave & Harrison St","65"
"casual","Public Rack - Harper Ave & 63rd St","65"
"casual","Halsted St & 73rd St","64"
"casual","May St & 69th St","63"
"casual","Western Ave & 28th St","61"
"casual","Meade Ave & Addison St","59"
"casual","Ellis Ave & 83rd St","58"
"casual","Racine Ave & Garfield Blvd","58"
"casual","Harding Ave & 26th St","58"
"casual","W 103rd St & S Avers Ave","58"
"casual","Kostner Ave & Devon Ave","58"
"casual","Narragansett Ave & Wrightwood Ave","58"
"casual","Kildare & Cermak","58"
"casual","Kedzie Ave & Harrison St","58"
"casual","Narragansett Ave & School St","58"
"casual","Rainbow - Beach","58"
"casual","Harlem Ave & Grace St","57"
"casual","Dauphin Ave & 87th St","57"
"casual","Monticello Ave & Chicago Ave","57"
"casual","Public Rack - Wilbur Wright College South","57"
"casual","Houston Ave & 92nd St","56"
"casual","Lowell Ave & Armitage","56"
"casual","Laramie Ave & Kinzie St","56"
"casual","Torrence Ave & 126th Pl","56"
"casual","Kildare Ave & Division St","56"
"casual","Stewart Ave & 83rd St","56"
"casual","Public Rack - Haft Ave & Milwaukee Ave","56"
"casual","Orange & Addison","55"
"casual","Rockwell St & Archer Ave","55"
"casual","Halsted St & 69th St","55"
"casual","Lawndale Ave & 16th St","55"
"casual","Maplewood Ave & 59th St","54"
"casual","Kedzie Ave & 104th St","54"
"casual","Michigan Ave & 71st St","54"
"casual","Maryland Ave & 104th St","54"
"casual","Augusta Blvd & Laramie Ave","54"
"casual","Public Rack - Spaulding Ave & North Ave","54"
"casual","Constance Ave & 95th St","53"
"casual","Martin Luther King Dr & 111th St","53"
"casual","Kildare Ave & Chicago Ave","53"
"casual","Public Rack - Avers & Lawrence","53"
"casual","Cottage Grove Ave & 111th Pl","52"
"casual","Laramie Ave & Irving Park Rd","52"
"casual","California Ave & Touhy Ave","52"
"casual","Central Ave & Chicago Ave","52"
"casual","Kildare Ave & 47th St","52"
"casual","Kilbourn Ave & Belden Ave","52"
"casual","Avenue O & 118th St","51"
"casual","Public Rack - Menard Ave & Dakin St - midblock","51"
"casual","Ashland Ave & 66th St","51"
"casual","Albany Ave & Douglas Blvd","51"
"casual","Narragansett & McLean","51"
"casual","Halsted St & 78th St","51"
"casual","Greenwood Ave & 91st St","51"
"casual","Ewing Ave & Burnham Greenway","50"
"casual","Evans Ave & 75th St","50"
"casual","Sacramento Ave & Pershing Rd","50"
"casual","Artesian Ave & 55th St","50"
"casual","Public Rack - Prairie Ave & Garfield Blvd S","50"
"casual","Oak Park & Wellington","50"
"casual","Damen Ave & 59th St","49"
"casual","Cottage Grove Ave & 83rd St","49"
"casual","Hoyne Ave & 34th St","49"
"casual","Sacramento Ave & Lunt Ave","49"
"casual","Public Rack - Western Ave & Devon Ave","49"
"casual","Indiana Ave & 103rd St","49"
"casual","Avenue O & 134th St","49"
"casual","Kedzie Ave & 66th Pl","48"
"casual","Marmora Ave & Irving Park Rd","48"
"casual","Cottage Grove Ave & 71st St","48"
"casual","Sacramento Ave & Pratt Blvd","48"
"casual","Marquette Ave & 89th St","47"
"casual","Springfield Ave & 71st St","47"
"casual","Public Rack - Calumet Ave & 51st St","47"
"casual","Greenwood Ave & 79th St","47"
"casual","Damen Ave & 51st St","47"
"casual","Racine Ave & 61st St","46"
"casual","Elizabeth St & 47th St","46"
"casual","Shields Ave & 43rd St","46"
"casual","Homan Ave & 65th St","46"
"casual","Public Rack - Milwaukee Ave & School St","46"
"casual","Public Rack - Walden Pkwy & 103rd St","46"
"casual","Homewood Ave & 115th St","46"
"casual","Public Rack - 63rd Pl & Narraganssett Ave","46"
"casual","Troy Ave & 27th St","46"
"casual","Public Rack - Kenton Ave & Palmer St","45"
"casual","Cicero Ave & Roscoe Ave","45"
"casual","Cicero Ave & Flournoy St","45"
"casual","Torrence Ave & 106th St","45"
"casual","Mulligan Ave & Wellington Ave","45"
"casual","Halsted St & 56th St","45"
"casual","Public Rack - Kostner Ave & Diversey Ave","45"
"casual","Central Park Ave & Washington Blvd","44"
"casual","Cicero Ave & Quincy St","44"
"casual","Halsted St & 96th St","43"
"casual","North Ave & New England Ave","43"
"casual","Bloomingdale Ave & Harlem Ave","43"
"casual","Major Taylor Trail & 115th St","43"
"casual","Loomis St & 89th St","43"
"casual","St Louis Ave & Norman Bobbins Pl","43"
"casual","Damen Ave & 87th St","43"
"casual","Public Rack - Nagel & Higgins","42"
"casual","Major Ave & Bloomingdale Ave","42"
"casual","Pulaski Rd & Congress Pkwy","42"
"casual","Archer Ave & 43rd St","42"
"casual","Central Park Ave & Douglas Blvd","42"
"casual","Calumet Ave & 71st St","42"
"casual","Stewart Ave & 63rd St","42"
"casual","Public Rack - California Ave & Devon Ave - NE","42"
"casual","Vincennes Ave & 104th St","41"
"casual","Public Rack - Pulaski Rd & 44th St","41"
"casual","Public Rack - Kedzie Ave & Argyle St","41"
"casual","Public Rack - Washtenaw Ave & Devon Ave","41"
"casual","Whipple St & Roosevelt Rd","41"
"casual","Leclaire Ave & Belmont Ave","41"
"casual","Long Ave & North Ave","41"
"casual","Kildare Ave & North Ave","41"
"casual","Public Rack - Austin Ave & Wrightwood Ave","41"
"casual","Public Rack - Lockwood & Archer","40"
"casual","Rockwell St & 63rd St","40"
"casual","Ashland Ave & 63rd St","40"
"casual","Oketo Ave & Addison St","40"
"casual","Vernon Ave & 75th St","40"
"casual","Plainfield & Irving Park","40"
"casual","Homan Ave & Fillmore St","40"
"casual","Pulaski & Ann Lurie Pl","40"
"casual","Tripp Ave & 31st St","39"
"casual","Central Park Ave & Ardmore Ave","39"
"casual","Public Rack - Avers Ave & Irving Park Rd","39"
"casual","Public Rack - 56th St & Mulligan Ave","39"
"casual","Kostner Ave & Belmont Ave","39"
"casual","Public Rack - Sawyer Ave & Lawrence Ave","39"
"casual","Public Rack - Campbell Ave & Pratt Blvd","39"
"casual","Public Rack - Milwaukee Ave & Culyer Ave","39"
"casual","Kenton Ave & Madison St","38"
"casual","Cottage Grove Ave & 78th St","38"
"casual","Public Rack - Nagle Ave & Belmont Ave","38"
"casual","St. Louis & 71st St","38"
"casual","California Ave & 71st St","38"
"casual","Nordica & Medill","37"
"casual","Ashland Ave & Garfield Blvd","37"
"casual","Eberhart Ave & 91st St","37"
"casual","Public Rack - Rockwell Ave & Touhy Ave ","37"
"casual","Kedzie Ave & 83rd St","37"
"casual","Halsted St & 51st St","37"
"casual","Public Rack - Lavergne & Lawrence","37"
"casual","Vincennes Ave & 75th St","37"
"casual","Seeley Ave & Garfield Blvd","37"
"casual","Kenosha & Wellington","36"
"casual","21st St & Pulaski Rd","36"
"casual","Artesian Ave & Marquette Rd","36"
"casual","Mozart St & Jackson Blvd","36"
"casual","Halsted St & 104th St","36"
"casual","Public Rack - Racine Ave & 109th Pl","36"
"casual","Ashland Ave & 78th St","36"
"casual","Public Rack - Milwaukee Ave & Addison St","35"
"casual","Public Rack - Mobile Ave & Archer Ave","35"
"casual","Marshfield Ave & 59th St","35"
"casual","Stony Island Ave & 82nd St","35"
"casual","Sacramento Blvd & Polk St","35"
"casual","Leamington Ave & Hirsch St","34"
"casual","Harding Ave & Division St","34"
"casual","Woodlawn & 103rd","34"
"casual","Bernard St & Peterson Ave","34"
"casual","Yates Blvd & 93rd St","33"
"casual","MLK Jr Dr & 83rd St","33"
"casual","Public Rack - Irving Park Rd & Leclaire Ave","33"
"casual","Public Rack - Laramine Ave & Winnemac Ave","33"
"casual","Public Rack - Martin Luther King Dr & 44th St","33"
"casual","Public Rack - Throop St & 58th St","32"
"casual","Public Rack - Springfield Ave & Lawrence Ave","32"
"casual","Keeler Ave & Roosevelt Rd","32"
"casual","Public Rack - Sacramento Ave & Devon Ave","32"
"casual","East End Ave & 87th St","32"
"casual","Marmora Ave & Belmont Ave","32"
"casual","Damen Ave & 74th St","32"
"casual","Public Rack - Nashotah & Northwest Hwy","32"
"casual","La Villita Park (Albany/30th)","32"
"casual","Lexington St & California Ave","31"
"casual","Lavergne Ave & Division St","31"
"casual","Columbus Ave & 79th St","31"
"casual","Spaulding Ave & 16th St","31"
"casual","Wabash Ave & 83rd St","31"
"casual","Washtenaw Ave & Madison St","31"
"casual","Pershing Rd & Sacramento Ave","30"
"casual","Midway Orange Line","30"
"casual","Elizabeth St & 92nd St","30"
"casual","Public Rack - St Louis Ave & Berteau Ave","30"
"casual","Public Rack - Newcastle & Archer","30"
"casual","Major Taylor Trail & 124th St","30"
"casual","Public Rack - Milwaukee Ave & Catalpa Ave","30"
"casual","Public Rack - Kimball Ave & Lawrence Ave","29"
"casual","Artesian Ave & 71st St","29"
"casual","Public Rack - Parkside & Archer","29"
"casual","Public Rack - Nordica & Archer","29"
"casual","Central Ave & Altgeld St","28"
"casual","Public Rack - S. New England/ W. 65th","28"
"casual","Central Ave & Wellington Ave","28"
"casual","Scottsdale Park","28"
"casual","Parkside Ave & Armitage Ave","28"
"casual","Public Rack - California Ave & Touhy Ave - NW","28"
"casual","Michigan Ave & 114th St","28"
"casual","Menard Ave & North Ave","28"
"casual","Damen Ave & 33rd St","27"
"casual","Public Rack - Milwaukee Ave & Kennedy Expy","27"
"casual","Stony Island Ave & South Chicago Ave","27"
"casual","Public Rack - Cicero Ave & Wrightwood Ave","27"
"casual","Public Rack - N. Oakview and W. Gregory St","27"
"casual","Mayfield & Roosevelt Rd","27"
"casual","Bennett Ave & 79th St","27"
"casual","Harlem Ave & Bloomingdale Ave","26"
"casual","Springfield Ave & 80th St","26"
"casual","Pulaski Rd & 84th St","26"
"casual","Kedvale Ave & Peterson Ave","26"
"casual","Sayre Ave & Diversey Ave","26"
"casual","Public Rack - Leamington & Elston","26"
"casual","Harding Ave & 31st St","26"
"casual","Public Rack - Central Ave & Lawrence Ave","25"
"casual","Public Rack - Champlain Ave & 65th St","25"
"casual","Meade Ave & Fullerton Ave","25"
"casual","Public Rack - Avondale Ave & Addison St","25"
"casual","Public Rack - Central Ave & Pensacola Ave","25"
"casual","Harlem Ave & Irving Park Rd","25"
"casual","S Aberdeen St & W 106th St","25"
"casual","Vernon Ave & 79th St","24"
"casual","Public Rack - Kedzie Ave & Archer Ave","24"
"casual","Public Rack - Minuteman Park","24"
"casual","California Ave & 29th St","24"
"casual","Narragansett Ave & McLean Ave","24"
"casual","Bradley Park","24"
"casual","Avenue L & 114th St","24"
"casual","Kedzie Ave & 45th St","24"
"casual","Public Rack - Keystone Ave & Irving Park Rd","23"
"casual","Ashland Ave & 74th St","23"
"casual","Public Rack - Karlov Ave & Milwaukee Ave","23"
"casual","Public Rack - Normal Ave & 111th St","23"
"casual","Public Rack - Imlay & Milwaukee","23"
"casual","Public Rack - Fullerton Ave & Narragansett Ave","23"
"casual","Phillips Ave & 83rd St","23"
"casual","Public Rack - Hamilton Ave & 95th St","23"
"casual","Latrobe Ave & Chicago Ave","23"
"casual","Public Rack - Jonathan Y Scammon Public School","23"
"casual","Grace St & Cicero Ave","23"
"casual","State St & 76th St","23"
"casual","Public Rack - Neva Ave & Grand Ave","23"
"casual","Commercial Ave & 100th St","22"
"casual","Public Rack - Pulaski Rd & Fullerton Ave","22"
"casual","Public Rack - Karlov Ave & Lawrence Ave","22"
"casual","Public Rack - Keystone Ave & North Ave","22"
"casual","Halsted St & 59th St","22"
"casual","Kostner Ave & Adams St","22"
"casual","Public Rack - Cicero & 64th","22"
"casual","Lavergne Ave & 46th St","22"
"casual","Kedzie Ave & 73rd St","22"
"casual","Public Rack - King Dr & 115th St","21"
"casual","Public Rack - Laramie Ave & Belmont Ave","21"
"casual","Troy St & Jackson Blvd","21"
"casual","Oglesby Ave & 100th St","21"
"casual","Public Rack - Milwaukee Ave & Pensacola Ave","21"
"casual","Public Rack - Olmstead Ave & Oliphant Ave","21"
"casual","Cicero Ave & Wrightwood Ave","21"
"casual","Public Rack - Central Ave & Corcoran Pl","21"
"casual","Elizabeth St & 59th St","21"
"casual","Public Rack - Kilpatrick & Elston","21"
"casual","Public Rack - Sawyer Ave & Bryn Mawr Ave - SE","20"
"casual","Public Rack - Mulligan Ave & 56th St","20"
"casual","Public Rack - Komensky Ave & 63rd St","20"
"casual","Kildare Ave & 85th St","20"
"casual","Public Rack - Langley Ave & Oakwood Blvd","20"
"casual","State St & 123rd St","20"
"casual","Public Rack - Kimball & Ardmore","20"
"casual","Laramie Ave & Addison St","20"
"casual","Public Rack - Michigan Ave & 96th St","20"
"casual","Public Rack - Karlov Ave & Kamerling Ave","20"
"casual","Altgeld Gardens","20"
"casual","Public Rack - Oketo Ave & Belmont Ave","20"
"casual","Public Rack - Langley Ave & 49th St","20"
"casual","Tripp Ave & 15th St","20"
"casual","Racine Ave & 65th St","19"
"casual","Public Rack - Hollywood Park","19"
"casual","Public Rack - Bryn Mawr Ave & Spaulding Ave","19"
"casual","Public Rack - Hiawatha & Mendota","19"
"casual","S Michigan Ave & E 118th St","19"
"casual","Public Rack - S Menard & W 63rd","19"
"casual","Public Rack - Laramie Ave & Grand Ave","19"
"casual","S Wentworth Ave & W 111th St","19"
"casual","Laramie Ave & Gladys Ave","19"
"casual","Stony Island Ave & 90th St","19"
"casual","Public Rack - Melvina Ave & Belmont Ave","19"
"casual","Public Rack - Jensen Park","19"
"casual","Mango Ave & Diversey Ave","19"
"casual","Public Rack - Elston Ave & Kenneth Ave","19"
"casual","Summit Ave & 86th St","19"
"casual","Menard Ave & Division St","19"
"casual","Pine Ave & Division St","19"
"casual","Public Rack - Tripp Ave & North Ave","18"
"casual","Throop St & 52nd St","18"
"casual","Public Rack - Menard Ave & Belmont Ave","18"
"casual","Public Rack - Houston Ave & 131st St","18"
"casual","Major Ave & Addison St","18"
"casual","Public Rack - Langley Ave & 105th Pl","18"
"casual","Olive Harvey College","18"
"casual","Francisco Ave & 85th St","18"
"casual","Public Rack - Prairie Ave & Garfield Blvd N","18"
"casual","Public Rack - Forrestville Ave & 47th St","18"
"casual","Wellington Ave & Mulligan Ave","18"
"casual","Public Rack - Kedzie Ave & Chicago Ave","18"
"casual","California Ave & 41st St","18"
"casual","Rhodes Ave & 71st St","18"
"casual","Western Ave & 43rd St","18"
"casual","Racine Ave & 57th St","17"
"casual","Public Rack - Forest Glen & Peterson","17"
"casual","Indiana Ave & 133rd St","17"
"casual","Damen Ave & 81st St","17"
"casual","Public Rack - California Ave & Ogden Ave","17"
"casual","Public Rack - Columbus & 79th","17"
"casual","Public Rack - Melvina & Foster","17"
"casual","Public Rack - Western Ave & 100th St","17"
"casual","Public Rack - Western & 83rd","17"
"casual","Public Rack - Western & 79th","17"
"casual","Public Rack - Baltimore Ave & 133rd St","16"
"casual","Public Rack - Western Ave & 92nd Pl","16"
"casual","Public Rack - Woodlawn Ave & 63rd St S","16"
"casual","Mayfield Ave & Roosevelt Rd","16"
"casual","Public Rack - Central & Leland","16"
"casual","Public Rack - Lockwood Ave & Diversey Ave","16"
"casual","Public Rack - Christiana & Lincoln","16"
"casual","Grace St & Central Ave","16"
"casual","Public Rack - Austin Blvd & North Ave","16"
"casual","Public Rack - Halsted St & 95th St - SE","16"
"casual","Public Rack - Wentworth Park","16"
"casual","Cicero Ave & Wellington Ave","16"
"casual","Public Rack - Monticello & Lawrence","16"
"casual","Public Rack - Ewing Ave & 107th St","15"
"casual","Public Rack - Homan & 79th","15"
"casual","South Chicago Ave & 83rd St","15"
"casual","Public Rack - Kimball Ave & Carmen Ave","15"
"casual","Public Rack - Pulaski & Rosemont","15"
"casual","Public Rack - Prairie Ave & 47th St ","15"
"casual","Public Rack - Talman Ave & Pershing Rd","15"
"casual","Public Rack - Meade Ave & Archer Ave","15"
"casual","Public Rack - N Narragansett Ave & Grand Ave","15"
"casual","Public Rack - Kedzie Ave & 54th St - SE","15"
"casual","Lockwood Ave & Grand Ave","15"
"casual","Public Rack - Narragansett Ave & Fullerton Ave","15"
"casual","Carpenter St & 63rd St","15"
"casual","Paulina Ave & 87th St","15"
"casual","Public Rack - Forest Glen Station ","15"
"casual","Public Rack - Cicero Ave & Cortland St - midblock","14"
"casual","Public Rack - Lawrence Ave & Kimball Ave","14"
"casual","Public Rack - Kimbark Ave & 63rd St","14"
"casual","Public Rack - California Ave & Devon Ave - NW","14"
"casual","Public Rack - Cicero Ave & Roscoe St","14"
"casual","Eggleston Ave & 92nd St","14"
"casual","Public Rack - S. Kilpatrick and W. 79th","14"
"casual","Public Rack - Kedvale Ave & 63rd St W","14"
"casual","Public Rack - Penn Elementary School / KIPP Ascend Middle School","14"
"casual","Archer Ave & Homan Ave","14"
"casual","Lockwood Ave and Grand Ave","14"
"casual","Public Rack - Kinzua Ave & Devon Ave","13"
"casual","Public Rack - Ford City Mall","13"
"casual","Public Rack - 4810 Keeler Ave","13"
"casual","Mango Ave & North Ave","13"
"casual","Public Rack - Cicero Ave & Belle Plaine Ave","13"
"casual","Public Rack - Natoma Ave & 61st St","13"
"casual","Pittsburgh Ave & Irving Park Rd","13"
"casual","Public Rack - 61st St & Melvina Ave","13"
"casual","Public Rack - State ST & 42nd St","13"
"casual","Public Rack - Drake Ave & Leland Ave","13"
"casual","Public Rack - Kildare Ave & North Ave","13"
"casual","Public Rack - Lynch & Elston","13"
"casual","Public Rack - South Shore Dr & 71st St","13"
"casual","Pulaski Rd & 68th St","13"
"casual","Public Rack - Richard Daley College","13"
"casual","Public Rack - Greenwood Ave & Lake Park Ave","12"
"casual","Public Rack - Wood St & 47th St","12"
"casual","Public Rack - Eli Whitney Public School","12"
"casual","Public Rack - Delphina & Foster","12"
"casual","Central Park Ave & 66th St","12"
"casual","Eberhart Ave & 131st St","12"
"casual","Public Rack - Kildare Ave & Washignton Blvd","12"
"casual","Harding Ave & Chicago Ave","12"
"casual","Western Ave & 62nd St","12"
"casual","Public Rack - Laramie Ave & Warwick Ave","12"
"casual","Kilbourn Ave & Diversey Ave","12"
"casual","Wentworth Ave & 104th St","12"
"casual","Public Rack - Lotus Ave & Lawrence Ave","12"
"casual","Knox Ave & Marquette Ave","12"
"casual","La Villita Park","12"
"casual","Public Rack - Mackinaw Ave & 85th St","12"
"casual","Public Rack - Menard Ave & Grand Ave","12"
"casual","Public Rack - Halsted St & 76th St","12"
"casual","Public Rack - Milwaukee Ave & Lawrence Ave","12"
"casual","Public Rack - Milwaukee Ave & Leland Ave","12"
"casual","Public Rack - Natoma Ave & Bryn Mawr Ave","12"
"casual","Ada St & 113th St","12"
"casual","Public Rack - Peterson Park","12"
"casual","Public Rack - Ashland Ave & 63rd St","12"
"casual","Public Rack - Foster Ave & Drake Ave","12"
"casual","Public Rack - Irving Park Rd & Austin Ave","12"
"casual","Columbus Ave & 83rd Pl","11"
"casual","Public Rack - Harlem & Palatine","11"
"casual","Public Rack - Kedzie Ave & 58th St","11"
"casual","Public Rack - Ashland Ave & 71st St","11"
"casual","Public Rack - Cicero Ave & Altgeld St","11"
"casual","Public Rack - Kenneth & Carmen","11"
"casual","Western Ave & 79th St","11"
"casual","Rockwell St & Archer Ave\t","11"
"casual","Grace & Cicero","11"
"casual","Public Rack - Cicero Ave & Wellington Ave","11"
"casual","Public Rack - Sayre Ave & 59th St","11"
"casual","Public Rack - Avers & Granville","11"
"casual","Halsted St & 111th St","11"
"casual","Public Rack - Sawyer Ave & Chicago Ave","11"
"casual","Public Rack - Peterson Ave & Milwaukee Ave","11"
"casual","Public Rack - Christiana Ave & Archer Ave","11"
"casual","Public Rack - Austin & Higgins","11"
"casual","Public Rack - Wood St & 103rd St","11"
"casual","Public Rack - Pulaski Rd & Lake St","10"
"casual","Public Rack - Linder Ave & Archer Ave","10"
"casual","Public Rack - Wolcott Ave & 61st St","10"
"casual","Public Rack - Maplewood Ave & 63rd St","10"
"casual","Public Rack - Ashland Ave & 91st St","10"
"casual","Panama Ave & Grace St","10"
"casual","Public Rack - Cicero Ave & North Ave","10"
"casual","Wood St & 84th St","10"
"casual","Public Rack - Central & Prescott","10"
"casual","Public Rack - King Dr & 71st St","10"
"casual","Granville Ave & Pulaski Rd","10"
"casual","Mason Ave & Grand Ave","10"
"casual","Public Rack - Overhill Ave & Touhy Ave","10"
"casual","Public Rack - Homan Ave & 62nd Pl","10"
"casual","Public Rack - Harding Ave & 47th St","10"
"casual","Public Rack - Garfield Park Conservatory","10"
"casual","Public Rack - Parkside & 63rd","10"
"casual","Public Rack - Melvina Ave & Montrose Ave","10"
"casual","Public Rack - Laramie Ave & Fullerton Ave","10"
"casual","Public Rack - Homan Ave & 26th St","10"
"casual","Kedzie Ave & Jackson Blvd","10"
"casual","Public Rack - Pulaski Rd & Stevens Ave","10"
"casual","Public Rack - St Louis & Lincoln","9"
"casual","Public Rack - 532 E 43rd St","9"
"casual","Public Rack - Maplewood Ave & 47th St","9"
"casual","Public Rack - Linder Ave & 64th Pl","9"
"casual","Public Rack - Robert Fulton Elementary School","9"
"casual","Public Rack - Leader & Caldwell","9"
"casual","Kedzie Ave & Archer Ave","9"
"casual","Public Rack - Bryn Mawr Ave & Milwaukee Ave","9"
"casual","Public Rack - Komensky Ave & 59th St","9"
"casual","Public Rack - Springfield & 79th","9"
"casual","Public Rack - Holbrook St & Milwaukee Ave","9"
"casual","Public Rack - Kedzie Ave & Arthington St","9"
"casual","Public Rack - Kedzie Ave & 64th St - SW","9"
"casual","Public Rack - Kedzie Ave & 63rd St","9"
"casual","Public Rack - Central Park & Bryn Mawr","9"
"casual","Public Rack - Kedzie & 73rd","9"
"casual","Public Rack - Irving Park Rd & Parkside Ave","9"
"casual","Public Rack - Western Ave & 105th St","9"
"casual","Public Rack - Jeffery Blvd & 67th St","9"
"casual","Public Rack - Mango & Higgins","8"
"casual","Public Rack - Winona St & Elston Ave","8"
"casual","Public Rack - Talman Ave & 51st St","8"
"casual","Public Rack - Halsted St & 111th St","8"
"casual","Public Rack - Western Ave & 110th St","8"
"casual","Public Rack - Milwaukee Ave & Sunnyside Ave","8"
"casual","Public Rack - Eberhart Ave & 61st St","8"
"casual","Public Rack - Kostner & Bryn Mawr","8"
"casual","Public Rack - Lemont Ave & Keating Ave","8"
"casual","Public Rack - Kedzie & 103rd St - W","8"
"casual","Public Rack - Normal Ave & 72nd St","8"
"casual","Public Rack - Mozart Elementary School","8"
"casual","Nordica Ave & Medill Ave","8"
"casual","Public Rack - Neenah & Archer","8"
"casual","Public Rack - 63rd St and Nagle Ave","8"
"casual","Public Rack - Central Park & Peterson","8"
"casual","Public Rack - Lavergne Ave & Belle Plaine Ave","8"
"casual","Public Rack - Troy & 71st","8"
"casual","Public Rack - Touhy Ave & Oconto Ave","8"
"casual","Public Rack - Bishop St & 46th St","8"
"casual","Public Rack - Linder Ave & Belmont Ave","8"
"casual","Public Rack - Central & Berteau","8"
"casual","Public Rack - Langley Ave & 79th St","8"
"casual","Public Rack - Lamon Ave & Archer Ave","8"
"casual","Public Rack - Evans Ave & 63rd St","8"
"casual","Public Rack - Parkside & Elston","8"
"casual","Public Rack - Kostner Ave & Wrightwood Ave","8"
"casual","Public Rack - Western Ave & 111th St - SW","8"
"casual","Public Rack - 82nd st & Kedzie Ave","7"
